SampleID,qPCR16S
1606E,9627035.856
1606F,1492969.731
1606G,16305809.57
1609C,3118862259.0
1617A,24560203.968254
1617B,2624.1133361651
1617C,4559456.09919571
1617D,8939968.17298348
1617E,29985.999370516
1617F,997262.003113027
1617G,30928.6685355144
1617H,11120.6316880777
1617I,76771.8078420741
1617J,17806.1408817488
1617K,29125.0442455502
1617L,2048.61893126873
1617M,557.539050020693
1617N,5451042.02793834
1617O,11452933.4482759
1617P,9652818.97627965
1622A,15044496.3235294
1622C,107102513.915858
1622D,40654837.4164811
1622E,176647378.256963
1622H,387339.02833002
1622I,7270728.18263608
1622J,17843794.8193592
1622K,114418892.457421
1622L,4556391.2037037
1622N,4923562.36897275
1630A,12739418.8295043
1630B,1288195.6857896
1630C,11019.124560443
1630D,2719812.091751635
1630E,1767165.22
1630F,8371572.3728314005
1630G,20551588.9815254
1630H,16029678.9907983
1630I,24917797.5807466
1630J,24678024.08159825
1630K,22692206.84761905
1630L,2.840229086
1630M,9981927.629
1630N,25790580.17
1636B,315055874.1
1636E,879939139.2
1636F,59285123.64
1641B,734416074.6
1641C,2770233955.0
1642A,123561917.355372
1642B,163543909.465021
1642C,395682676.806084
1642D,46725984.3205575
1642E,162410.673432632
1642F,546.506649979921
1642L,224.764387231124
1645B,311101.065176505
1645C,12209738.1473377
1645D,8600155.77988915
1645E,11348649.8435055
1645F,22740590.5660377
1645G,1166.10518038908
1645I,31532.8312957636
1645J,17686810.7407407
1648C,258926.382902299
1648E,180540684.546616
1648F,89059722.9129663
1653B,66393872.25
1653C,2900727499.0
1656A,12225482.5986079
1656C,2528649.9650838
1656D,166387804.034582
1656E,4140918.77340824
1656F,402860229.607251
1656G,4856956.20972466
1656H,9375782.92600136
1656I,186674.184355346
1656J,11148551.8353175
1656K,5372921.64179104
1656L,1302230.74935401
1656N,874879.518072289
1656O,111991070.856439
1657E,1173516.21226124
1657H,4043.06281594669
1657I,1042238.93072289
1658D,115300771.196283
1658F,897965960.339943
1658G,19374821.104123
1658H,78142781.7745803
1658I,12162089.1538898
1658J,43743725.5639098
1658K,120748911.988912
1663B,44573.3885327635
1663C,14159788.4927066
1663D,4438347.02093398
1663E,1061624.47083725
1663F,3410336.60558464
1663G,31685317.679558
1665B,2679030.92948718
1665C,7710996.33215963
1665H,78.6771553616884
1665I,264.136590763014
1665J,7424566.26691267
1665K,43543.4933926197
1665L,50254.8482439159
1665M,1578427.29097453
1665N,828361.334278513
1665O,498.553088688986
1669A,15306679.973822
1669B,7557251.83823529
1669C,295536.283623418
1671A,226935726.495726
1671B,741736.111111111
1671C,10676.4783756971
1671E,1461567.73579379
1671F,3273786.73025435
1671G,19035056.6091954
1671H,4988536.78797468
1671I,3415313.40057637
1671K,17337415.65
1671L,18581412.05
1671M,133121.4212
1671N,682416.2941
1671O,508058.6015
1671P,12636765.13
1671Q,21612825.81
1671R,98256375.33
1671S,49273.44194
1671T,12273.45508
1678A,218688.435477346
1678B,12396548.3799379
1684A,924160.477160057
1684B,9006090.33733562
1684C,194.036554782949
1684D,8.86292654030332
1684E,10139.1110118492
1684F,412556589.83891
1686A,35817.6508577448
1686C,116121498.392283
1686E,456899726.027397
1686F,487790235.439901
1686H,452956032.520325
1686J,164914514.096186
1686K,11503826.9230769
1686L,108208863.568216
1687A,97635916.2640902
1687B,148062795.876289
1687C,44062670.6634692
1687D,128.434023411154
1687E,7533150.22296544
1687F,319403.700815739
1687H,3183.68945523421
1687J,4375.30050021027
1687O,4.95963772796575
1690E,56040583.7320574
1690F,115456825.024438
1690H,109271.559330455
1690J,743872.214988426
1690K,2900860.40552585
1690L,7229007.54060325
1690M,8129713.49446123
1691B,244588621.064061
1691C,108047087.794433
1691F,28636444.8590381
1691G,12180900.0953743
1691H,187356824.704814
1694F,30377566.2805663
1694G,18685423.566879
1694H,13531352.2012579
1694I,9723117.56453423
1694J,82759695.4314721
1694K,141673017.54386
1694O,92847.0023653566
1695A,121053892.682927
1695B,662306.236383442
1695C,5281.2380467702
1704B,2465682721.0
1705A,15906109.4929881
1705D,9069385.48752834
1705E,1147876.07502966
1705F,89957.2278733221
1705H,6194.52049618676
1705I,189538.997203786
1705J,332703.147131728
1705K,138411.059342394
1705L,161487.635648793
1705M,2472247.29546991
1705N,325184.958533975
1705O,1012646.27083333
1705P,2916554.43886097
1705Q,2185050.17006803
1705S,1588018.76590331
1705T,446336.628871681
1705V,4146747.72408964
1706B,465046.934751434
1706C,389558.338657013
1706D,3788443.28231292
1706F,257951.388888889
1708B,2547765.47151277
1708C,4242017.87678768
1708D,1248071.98984526
1708E,132935.522151899
1709G,1315890.40997706
1709H,659431.960394582
1709J,16430202.1126761
1710A,5946.3143484933
1710C,72106385.7374392
1710F,33434181.8181818
1710G,87846531.3174946
1710H,4616839.08045977
1711A,35126.0016025641
1711C,46285091.503268
1711D,99028691.2280702
1711E,2027745.34035656
1711F,5651958.21563089
1711G,1250658.52732794
1711H,56223.1004757989
1711J,340963.29495614
1711K,489643.376294727
1711L,71079228.1594572
1711M,29749320.5351949
1711N,125867621.320605
1713A,136590776.632302
1713B,24563029.3624161
1713E,53820280.3234501
1713F,110346001.128032
1713G,3397839.59694989
1713H,98946837.7581121
1713I,10988310.1301641
1713J,1827719.03015485
1713K,2360637.07386364
1713L,7961570.14492754
1713M,10857353.7735849
1713N,25696653.8461538
1713O,244671602.209945
1713Q,117678481.269841
1716A,176118207.207207
1716B,9235529.79066022
1716C,34616248.4423676
1718A,4907845.942
1718B,67745711.11
1718C,1088621037.0
1720A,20139.2729303215
1720B,20.7330182934484
1720D,55743916.3179916
1720G,9654.48656486742
1720H,98646681.9338422
1720I,23128422.928051
1720J,15667.6215522714
1720K,4494443.89587074
1720L,22777823.7384506
1721A,1548804.772117135
1721B,50546162.04229475
1721C,36782360.5582819
1721D,1262131.98002049
1721E,11350384.8103555
1721F,26321682.2505411
1721G,22036487.5314042
1721H,14049512.15
1721I,15106784.15
1721J,18327870.85
1723B,2075806.60690571
1726B,0.0282750118541833
1726C,1353.46400737762
1728B,232258.978174603
1728C,70039.5158431501
1728D,61786.8629003346
1728E,137072.409815436
1728F,3135369.13735343
1730B,34079938.7331256
1730C,148007418.960245
1730D,13970397.7591036
1731A,1426.90230240478
1731E,4624289.38640133
1731F,3968447.29166667
1731G,647665.698450855
1731I,927870.223445596
1731K,7309371.76560122
1734A,275.240219254116
1734C,4090515.7790927
1734D,1795620.95181675
1734E,2526697.6590106
1734F,14299320.6730769
1734H,36495385.5555556
1734J,377723.958333333
1734M,124369.183187046
1736A,3234030.55555556
1736B,4004046.69684775
1736C,111515.122471817
1751A,313918815.850816
1751C,105620816.029144
1751F,32294.2793251812
1751G,3738.58942369307
1751H,828.324050413209
1751J,3621.81426257622
1751M,201815.543071161
1751N,1339.35477373269
1751O,33027.1656594439
1751P,36732.9936969948
1751Q,2030459.58259847
1751R,2068656.37507147
1751S,2083497.42891712
1751T,1989026.3836773
1751U,8266892.4439624
1751V,6909434.48275862
1755A,192549426.573427
1755B,14831886.3960114
1755D,70075757.1428571
1755H,138.504929594941
1755I,6953872.52604167
1755J,1200890.76086957
1755K,12905638.534279
1755L,192.230528553988
1757B,86432343.12
1757C,23039394.13
1757D,9942635.31885214
1757E,11585394.38887755
1757F,445950.2674
1757G,731897.4939806764
1757H,1950482.858
1757I,10929488.56
1757J,19799630.3919981
1757K,29695758.01874635
1757L,29198098.77
1757M,7929897.395916665
1757N,26259122.64
1757O,21011587.63846635
1757P,64753457.44840425
1757Q,48432728.52991995
1757R,19357347.91
1757S,18526951.800558098
1757T,21419666.66833335
1757U,7852157.10391257
1758A,26464543.8718663
1758B,156939234.760052
1758C,137640427.120669
1758D,4555.11221766242
1758E,6116.58503765661
1758F,59270.2435007122
1758H,600241.565609453
1759B,8264820.85687382
1759D,336373219.461698
1760B,819856921.443737
1760C,954002544.802867
1760F,408193988.842399
1760G,528624264.919942
1760I,228024738.778514
1760J,51709030.4182509
1760K,104566297.760211
1760L,320728163.265306
1766A,1846392.511
1766B,2455989.1590006547
1766C,750469.5925122551
1766D,153775.4645135135
1766E,247.110995674653
1766F,4798.56101186658
1766G,1410.476634852495
1766H,624.3383189761159
1766I,27294.7782803816
1766J,2207288.09820213
1766K,121057.4367
1766L,33900.3317317785
1766M,22256.562128503698
1766N,39905.7316510853
1766O,17434640.6570842
1772A,324659485.981308
1772B,475058.124381772
1772C,51684.803755893
1772D,124707.3871192855
1772E,131926.63481898152
1772F,45006.888440430106
1772G,31364.60740941705
1772H,23120.33555
1772I,42263.26997
1772J,31656540.1445966
1772K,41227923.1166151
1772L,861552976.744186
1772M,82680763.4289919
1772N,66343609.8310292
1773B,16913347.25
1773C,47786393.81076655
1773D,52494933.58
1773E,44744419.78804815
1773F,13485284.46057645
1773G,18554772.86792685
1773H,19720244.9978242
1773I,35982961.1886073
1773J,13043270.3186267
1773K,26988237.4006679
1773L,6348191.432198125
1773M,17047304.001862198
1773N,135122460.716492
1773O,20222334.8679502
1773P,79153862.28241
1774A,33159761.76
1774B,33738317.85
1777B,492966003.633061
1777C,262698957.928803
1777D,887797303.703704
1777E,751064620.015049
1777F,192787421.124829
1777G,650364087.719298
1777H,1238179896.90722
1777I,265576727.135299
1785A,44054416.6666667
1785C,20841859.4527363
1785E,251952846.153846
1785F,6236423.58657244
1785G,444259.917664671
1785H,5057437.16642407
1785I,47910653.6964981
1785L,1675382.21908349
1785N,7830000.75075075
1785O,7498354.08745247
1785P,8370590.48896839
1786B,155876059.451219
1786C,26563942.253915
1786D,25955098.9583333
1786E,15197996.9290899
1786G,42682.1491027981
1786H,114144.210496208
1789A,82500813.6792453
1789B,17165822.7726575
1789D,16935511.6133082
1789E,45940039.5319418
1789F,19353683.8204151
1789G,61672846.124906
1789H,28669014.6960588
1789I,39493010.3995621
1789J,376704157.014157
1789K,53008973.932335
1791A,528337974.683544
1791B,230389097.510373
1791F,344497298.245614
1795A,33602596.08
1795B,247093160.9
1795C,658891731.7
1795D,5736598864.0
1795E,8173068800.0
1796C,19164398.0169972
1796D,40349594.7630923
1796E,68213344.9074074
1796F,111160773.23718
1798A,2550114.44197982
1798B,102633.660285027
1798C,40049003.5310735
1798D,17244210.8482871
1798E,7193080.53017719
1798F,2519288.86217949
1798G,807530.742694805
1798H,247855.589874031
1798I,88639732.9276538
1798J,698707.455738706
1798K,945844816.053512
1798L,664774151.747656
1798M,125469760.156632
1799A,65176957.35
1799B,69621534.16
1799C,6074766106.0
1801A,18874345.4563977
1801B,117041145.454545
1801C,139450718.654434
1801D,496023464.174455
1802A,347800412.078153
1802B,18443.0735891041
1802D,349864.319740854
1802E,9529.01505350683
1802F,39395.7106115053
1802G,12494.8974609375
1802H,7588.23013305664
1802J,2605.49596312699
1802L,2458.94988111074
1802N,2168.33754645454
1809D,27720045.6238361
1809H,642113.235722611
1809J,25833.0654305286
1809K,33061.7962259865
1809L,784016.349928622
1809M,411.637996059426
1810A,4110.28075605423
1810B,855338.338533541
1810C,80247.035524014
1810D,263331.038232601
1814C,202880.318313223
1814G,226059.984780202
1814H,5224.85773951125
1814I,105654.695471939
1814K,241.289668030791
1814L,522468.550581832
1814M,23463.2871743518
1814N,13621695.5026455
1814O,4628085.75757576
1814P,2593349.99234069
1814Q,180193721.518987
1816A,1337439095.47739
1816B,283088499.36143
1816C,67371570.5614568
1816D,630413268.229167
1816G,455082.157258064
1816H,12780128.5460993
1816I,12798913.5304659
1818A,3471761070.55961
1818B,431117328.990228
1818C,10718537.7425799
1818D,21264912.9993758
1818E,20062616.6213768
1818F,1562484.22105911
1818G,332203.783719045
1818H,1306291.17398649
1818I,106392.9453125
1818K,63167.7840443586
1818L,37219.2941859149
1818M,38556.7879117151
1818N,3105792.94117647
1818O,10180879.691689
1818P,72257854.4973545
1818Q,21012235.5212355
1822B,1253908969.46565
1822C,109879221.014493
1822D,573166837.209302
1822F,327931.117466518
1823A,17384356.5634218
1823B,14877576.8502331
1823C,920222.059356867
1823E,49041403.4132171
1823G,56323337.995338
1823H,736342873.176206
1823I,381925898.876404
1823L,2769579.88258245
1823M,14616015.2049731
1823N,74228.8987551904
1824A,35718064.0906269
1824B,167827532.287823
1824C,65729037.84219
1824D,4275976.36093911
1824E,25996116.0384331
1824G,939758.968172164
1824H,117189503.493014
1824I,243831760.612387
1826A,1787844133.91557
1826B,2399956083.91608
1826C,3102580709.21986
1833A,42288571.1538462
1833B,1334778.05635148
1833C,1625701.54761905
1833E,26988690.0937082
1833F,44620117.0068027
1833G,33878.5639318283
1833H,2663833.33333333
1838A,36643184.7826087
1838B,95381375.7961783
1838D,49108353.8704581
1838E,15220638.671875
1838G,188153.443389282
1838H,967625.885416667
1838I,3700164.53982985
1839D,1176446.07644516
1839E,120591702.827087
1839F,63872443.2166974
1839G,168238703.267974
1842A,12092903.94
1842AA,15701648.12
1842B,7143749.763
1842BB,62930283.0
1842C,12734252.57
1842CC,28795095.62
1842D,10370411.07
1842DD,358034.1831
1842E,8823728.046
1842EE,13952481.33
1842F,13394202.4
1842G,179116.3108
1842GG,66803950.96
1842H,161721.5055
1842HH,41896656.8
1842I,49696.28142
1842II,49790646.53
1842J,1450.31495453209
1842JJ,56838389.94
1842KK,139461742.4
1842LL,43297401.83
1842MM,118417177.4
1842NN,72590093.96
1842O,6324.51757
1842P,63006.35075
1842Q,1054195.965
1842R,26256581.83
1842S,19102433.07
1842T,42522426.85
1842U,76169226.95
1842V,133389053.5
1842W,56004222.94
1842X,122851571.2
1842Y,95964859.0
1842Z,70877673.76
1844B,15637.4111116486
1844D,31.3180351336897
1844E,4939721.91220238
1844F,491742.652685031
1844G,202598.408157277
1844H,319403.790279979
1844I,1208075.42067308
1844J,33364729.952319
1848A,3.63886684936029e-08
1848B,16770410.98785
1848C,106509094.339623
1848D,127096445.338699
1848E,256854760.023938
1848F,10128198.9379085
1848G,2197268.57429719
1848H,1039121.28152088
1848I,1389077.13549337
1848J,1061561.40219561
1848K,73743.2964513557
1858A,119539.538530466
1858B,8214824.02707276
1858D,2610408.59375
1858F,15.4533491900753
1858H,40753.4840347978
1866A,30909679.5665635
1866B,3269047.86620531
1866C,60981446.6556108
1866D,4141672.74489077
1866E,10649720.4383282
1866F,11746096.8627451
1866G,21366539.2749245
1866I,28111.2247136855
1866J,2196254.93716337
1873B,9527055.5
1873C,4932521.83977456
1873D,25812947.6190476
1873E,139843.809789541
1873F,1438756.98839662
1873G,12138710.1123595
1873H,43717.5651908072
1873I,6007157.03781513
1873J,23922776.2762763
1873K,2042046.80141287
1873L,74791070.2588484
1873M,254247.311036204
1873O,338401.815878378
1873Q,5434285.96153846
1873R,7341494.40559441
1881A,357573472.463768
1881B,323642854.082999
1881C,222123870.27027
1881D,14448300.3766478
1881E,4168029.36857562
1881F,3691077.9661017
1881G,5201512.26478495
1881H,244237478.036176
1885A,121751880.022637
1885B,210131810.725552
1885C,15491.8156073695
1885D,2713.04691400576
1885E,4285194.49250288
1885F,4993445.17066086
1885G,85064278.1026641
1885H,28207944.1277081
1885I,2263286.34855582
1885J,4628861.35549039
1893A,20982051.369863
1893B,1538387.99643016
1893C,13335406.8027211
1893D,1382.00874161576
1893E,49.064149394556
1893F,683534.872594051
1893G,260709.927513131
1893H,733896.519461078
1893I,247132.237815072
1896B,69835739.8720682
1896C,129761648.202138
1896D,3015.37222621717
1896E,6440291.18028534
1896F,63810706.6167291
1902C,1658564.50945627
1902D,139551208.672087
1902F,602817459.533608
1902H,132670479.659988
1902I,330410420.168067
1902J,260369192.05298
1902K,250.783515011928
1909A,268963104.477612
1909B,13271146.8812877
1909C,12736183.4415584
1909D,3327127.35215054
1909E,328210.839639875
1909F,15305465.9685864
1909G,11785417.7766393
1909I,1042585.55568609
1909J,175727602.649007
1909K,6069429.0158371
1909L,111403592.178771
1909M,49970.6957267992
1912A,48262764.64
1912B,0.0
1912C,7576.668601
1913A,23986097.85
1915A,37097.7003528226
1915B,423890.259197324
1915C,3360464.55696203
1915D,307503.912106447
1915E,213138.455450023
1915F,17953.2311033096
1915G,746486.586084906
1919A,3588.6122034825
1919D,501915.383273525
1919E,5996936.97074673
1919F,19.8229718173909
1919G,54.6575966983551
1919H,746.230709620323
1921A,29901166.6666667
1921C,121481022.961203
1921D,850127.557938856
1921E,8683645.5061082
1921F,87821464.3274854
1921L,5222.44805690713
1921M,3006.541386
1921N,30951.82571
1921O,32356.86529
1921P,23155.02952
1927A,975751263.3
1930A,1288822.306
1930B,15247661.2
1930C,5679.707905
1930D,231937857.7
1930E,2308832048.0
1930F,803812398.4
1934A,91194.5412512309
1934B,243147.986778846
1934C,7735948.83578431
1934D,99136.5633877841
1934E,38793.4163411458
1934F,716715.544336894
1934H,1273376.35813858
1934I,6698985.48922056
1934J,620138400.0
1934K,212447081.632653
1934L,29005517.1428571
1937B,22051769.8574338
1937C,1475922.8022997
1937E,3352.19313119641
1937F,37247.9120379315
1949A,191302000.0
1949B,53663732.39
1949C,49236339.23
1949D,91868646.1
1949E,38129604.64
1949H,36049622.93
1949I,35967674.53
1949J,547930136.4
1949K,343480376.7
1949L,246737883.8
1949M,43114397.68
1950A,155964.7625
1950B,1622794.922
1950C,6545069268.0
1951B,1756169.69412544
1951F,48261.8997981039
1951G,14159717.0758929
1954A,6371761.057
1954B,106307401.8
1954C,974720348.8
1955A,80348660.79
1955B,129052640.8
1955C,97894922.22
1955D,1005320521.0
1957B,821197381.818182
1957H,632966.829356471
1957K,1781820.26465442
1957L,3388112.84388996
1957M,49118.9626920021
1965A,3343369.22881786
1965B,2968292.19837587
1965C,7867271.85534591
1965D,197298077.998528
1965E,78025648.5788114
1965F,132487771.224307
1965G,238769366.866267
1965H,196535029.868578
1965I,69753043.2900433
1965K,20684435.2
1965L,30604898.4198646
1965N,10609962.5057156
1965P,4946911.78323882
1973A,25156596.74
1973B,18959176.75
1973C,198198779.2
1973D,5782938585.0
1974A,1030965428.0
1974B,249948999.2
1974C,3262798731.0
1974D,4663759878.0
1976A,16770388.8888889
1976B,83614088.5984023
1976D,11224422.267947
1976E,3372639.64371981
1976F,107109346.720214
1978A,48295889.52
1979A,752690167.0
1979B,181296295.9
1979C,572549627.3
1979D,1010779184.0
1981A,800242.094216418
1981E,586997.276280772
1981H,10590435.3512706
1982A,344992056.4
1982B,104013912.0
1982C,251166951.2
1994A,353269501.4
1994B,391017994.8
1994C,572333257.1
1994D,107519516.7
1994E,372839776.6
1999A,732173393.3
1999B,82395520.7
1999C,784125000.0
1999D,31197741.77
2026A,201506228.4
2026B,240939799.6
2033A,329881332.1
2040A,224310850.2
2040B,278398453.1
2048A,231831461.7
2052A,192452588.0
2052B,21481070.49
2052D,55851680.92
2052E,25720969.91
2065A,1520110605.0
2065B,47672614.96
2065C,87645790.16
2065D,389229344.5
2065E,214368595.4
2065F,927053143.8
2065G,494757565.2
2092A,532928794.7
2093A,184406707.9
2099A,162392.486
2099B,4834.755913
2099C,22979.24609
2099D,1089712.606
2099E,357311.1777
2105A,1287010624.0
2105B,451679220.7
2105C,231519382.7
2105D,74578784.14
2105E,188881386.1
2105F,52468701.2
2105P,2032460.046
2105Q,66923721.0
2106A,357849835.1
2106B,92193650.44
2106C,167575238.9
2109A,128143157.3
2109B,732137098.5
2109C,606758576.6
2112A,170711305.9
2112C,5776.245533
2120I,26806765.2
2120J,8370360.447
2120K,21117599.24
2120L,8512997.235
2120M,4353910.04
2122A,324399184.7
2122B,262601839.7
2125A,65406985.64
2130A,1211523720.0
2130B,1318024795.0
2130C,556329437.3
2130D,899922793.7
2136A,1650307345.0
2136B,1366659265.0
2140A,1951912603.0
2140B,1034765078.0
2141A,12612957.1
2141B,2718.898881
2142A,331964577.0
2142C,532375739.5
2142J,136509800.6
2142K,181588911.4
2142L,161208059.7
2142M,130203800.0
2144D,31229097.28
2144E,2680937.864
2146A,1329678333.0
2146B,1017615634.0
2147F,462.3790571
2147G,182050.2741
2147H,167638.2511
2147I,156171.8148
2147J,290564922.3
2150F,37565815.68
2150G,88681814.81
2150H,32752722.05
2150I,51470752.25
2150J,36035185.69
2156A,2594982925.0
2156B,1620124000.0
2157A,356586978.5
2159A,2911702.012
2160A,101987791.0
2160B,2163060502.0
2160C,1893654150.0
2162A,965713.2559
2162B,12913893.09
2162C,64011.53782
2162D,328170.5575
2162E,21434033.03
2162F,20759871.02
2162G,5960427.964
2162H,4870765.971
2162I,10162197.47
2162J,41838190.01
2162K,8452928.704
2162L,4964512.884
2162M,12283920.3
2162N,17866373.43
2162O,22872854.33
2162P,11467861.63
2162Q,25308395.12
2162R,9580747.743
2163A,21763505.95
2163B,6696932.366
2163C,4245439.853
2163D,25947.80626
2163E,16812855.85
2163F,37444843.4
2163G,121211321.0
2163H,271829338.7
2163I,25946206.26
2163J,6648320.142
2163K,16741039.58
2163L,13167016.03
2163M,41631067.68
2163N,127078361.3
2168A,2323135.464
2168B,838127098.2
2173A,835436481.5
2173B,404514986.0
2175A,12756195.07
2175B,1522326.501
2175C,49998173.52
2175D,56200117.75
2175E,15207561.98
2175F,23031121.26
2180A,10059928.43
2180B,41783185.86
2180C,428517800.7
2180D,8777139.335
2180E,27777874.9
2180F,306821.5831
2180G,538286.049
2181A,148517581.2
2181B,1472474.969
2181C,2248141.189
2181D,6823774.734
2181E,8183689.669
2181F,1764926.453
2181G,2233867.743
2181H,587417.7303
2181J,373157.3165
2181K,242979.6788
2181L,92320.0289
2181M,8664.988029
2181N,425135.1492
2181O,16520182.68
2181P,74422008.87
2181Q,67803965.69
2182A,307651862.8
2182B,120980989.2
2182C,156821963.9
2182D,668098385.4
2182E,102118601.9
2182F,268773622.2
2182G,258427820.0
2182H,264699277.6
2182I,312829668.4
2196A,164794.7405
2196B,23819538.61
2196C,20737608.66
2196D,113180750.7
2196E,2525165.086
2196F,25962972.31
2196G,24903813.11
2196H,22936051.72
2196I,137235708.7
2199A,6175601.833
2199B,6916769.692
2199C,453678.6215
2199D,69536.53764
2199E,348492.7394
2199F,772552.9732
2206A,282784573.0
2206B,23336991.09
2206C,12592222.12
2206D,52533.03402
2206E,19878.05125
628B,598007143.730887
628C,553052539.68254
628D,559282881.72043
628E,203703681.396618
628F,1189406260.86957
628G,794939218.891916
628H,2056327.2601476
628I,7195455.38461538
628K,31855972.8813559
628L,16258806.3568376
628M,8263183.21371611
628N,338823976.296296
628O,31685959.4320487
628P,12547449.8910675
628Q,722964145.91195
653A,89912558.72
653B,27422137.36
653C,7601297.768
653D,6029.073781
653E,7457384.909
653F,3979198.161
653G,3769919.355
653H,486016666.7
668A,367195068.2
668B,63744593.02
668BB,16697779.52
668C,7277528.61
668CC,35446149.37
668D,3653028.184
668DD,29322167.22
668E,678937.5872
668EE,28964428.57
668F,26012159.15
668FF,33504515.41
668G,53302210.46
668GG,26258486.31
668H,33383775.69
668HH,22209420.56
668I,36294549.28
668II,39213785.5
668J,46525221.4
668JJ,136430.1483
668K,15309246.36
668KK,234310.0284
668L,35933640.44
668LL,7088428.987
668M,7582168.952
668MM,1582428.442
668NN,16791131.6
668O,26523780.34
668P,11349073.28
668Q,21270155.13
668R,49663471.31
668S,4804048.021
668T,44214628.24
668U,7419569.81
668V,1733671.062
668W,1222605.002
668X,9079436.485
668Y,28056227.25
668Z,17992963.74
840E,486326.7317
840F,150615.9192
957A,1055870865.0
957B,2353410.479
972C,192812803.030303
972D,76497121.1139896
972G,40450980.1640071
972H,344201.517784827
972I,3917286.21712407
972J,1363092.14685694
972L,8684608.45347313
972M,37398502.4565382
972N,10896812.3818526
972O,15729981.7708333
972Q,4726927.08333333
972R,28529967.7177177
FMT.0001D,49975409.66
FMT.0009A,272880839.2
FMT.0009CC,88593557.25
FMT.0010A,236783019.2
FMT.0010B,1368064.217
FMT.0010C,234313.0561
FMT.0010E,955633.3677
FMT.0010F,42507.94983
FMT.0010M,2624109.199
FMT.0010O,10474605.7
FMT.0010Q,19189821.9
FMT.0010S,42714466.8
FMT.0016AA,18774.69313
FMT.0016B,12203429.91
FMT.0016C,23732682.96
FMT.0016D,18710514.43
FMT.0016G,39497420.17
FMT.0016H,15891061.53
FMT.0016I,4403183.726
FMT.0016J,20352009.39
FMT.0016K,3930366.12
FMT.0016L,27801867.97
FMT.0016M,13043298.54
FMT.0016N,5363543.661
FMT.0016O,418701.5706
FMT.0016P,11761939.78
FMT.0016R,76449946.99
FMT.0016S,4404439.058
FMT.0016U,7920391.013
FMT.0016V,324357937.8
FMT.0016W,195061351.2
FMT.0016Y,133671008.3
FMT.0016Z,729523.1266
FMT.0020A,241996670.5
FMT.0020C,1515775.627
FMT.0020D,14368280.12
FMT.0020E,221861803.4
FMT.0020G,302060791.6
FMT.0023A,495376487.9
FMT.0023B,279279893.1
FMT.0023C,583884091.6
FMT.0023D,469990738.7
FMT.0023E,130335158.3
FMT.0023F,227155292.5
FMT.0023G,184557651.7
FMT.0023H,79514189.21
FMT.0023I,154941096.7
FMT.0023J,326144448.7
FMT.0023K,305175231.4
FMT.0023L,317951486.1
FMT.0023M,92797128.81
FMT.0028C,1018.99106
FMT.0028F,2797.430788
FMT.0028G,2171516.899
FMT.0028H,105877.4385
FMT.0028I,142128.8137
FMT.0028K,31245827.57
FMT.0028Q,120980875.0
FMT.0028R,35841794.42
FMT.0034A,66.64934958
FMT.0034B,92007043.88
FMT.0034C,7222754.754
FMT.0034D,21297.25958
FMT.0034E,521914.414
FMT.0034F,24469725.83
FMT.0034G,378576582.5
FMT.0034J,44289692.73
FMT.0034K,28211830.56
FMT.0034L,59245538.46
FMT.0034M,16276234.88
FMT.0034N,11340366.07
FMT.0034O,67847428.57
FMT.0034P,94222424.44
FMT.0034Q,20714286.62
FMT.0034R,90687983.37
FMT.0034S,9994203.804
FMT.0034T,28600172.54
FMT.0034V,29075943.96
FMT.0035A,14126184.06
FMT.0035B,122182.6492
FMT.0035C,300542.5313
FMT.0035D,1897517.176
FMT.0035F,2236173.043
FMT.0035G,1147776.291
FMT.0035H,24619205.47
FMT.0035J,172701.5486
FMT.0035K,12916526.36
FMT.0035L,742152.0123
FMT.0035M,21716.64626
FMT.0036A,2721875.729
FMT.0039A,22619649.44
FMT.0039E,58618029.57
FMT.0050A,93143263.57
FMT.0050B,1980894.772
FMT.0050C,1145965.918
FMT.0050D,56992.14143
FMT.0050E,6864.704001
FMT.0050F,14756.43389
FMT.0050G,130705.9212
FMT.0050H,59.26956926
FMT.0050I,17.19558039
FMT.0050K,8141292.013
FMT.0052C,35182420.97
FMT.0052E,3286962.225
FMT.0052G,35695303.8
FMT.0052J,7335675.26
FMT.0052K,6057177.419
FMT.0052M,18688781.01
FMT.0052R,18477565.12
FMT.0052S,9103914.262
FMT.0052T,11196846.21
FMT.0055A,2027002.361
FMT.0055C,101543057.6
FMT.0055D,128595212.1
FMT.0055E,36346359.24
FMT.0055G,18301190.31
FMT.0055H,135583.8462
FMT.0055I,24774360.5
FMT.0055J,9541513.522
FMT.0055N,1617275.826
FMT.0055O,232239.7743
FMT.0055P,3864948.438
FMT.0055T,8999815.269
FMT.0057A,8707291.934
FMT.0057C,42445849.96
FMT.0057D,35692626.42
FMT.0057E,55681914.5
FMT.0057F,32948587.34
FMT.0057G,35362437.37
FMT.0057H,10223788.82
FMT.0057I,27481371.99
FMT.0057J,11568297.3
FMT.0057K,21169458.96
FMT.0057L,88980942.71
FMT.0057M,31538696.44
FMT.0057N,26416505.83
FMT.0057S,192741588.4
FMT.0057T,128828231.5
FMT.0059AA,9702487.128
FMT.0059B,117127324.1
FMT.0059BB,60191633.93
FMT.0059C,87973483.96
FMT.0059CC,32929017.32
FMT.0059D,170318032.8
FMT.0059DD,63012929.12
FMT.0059E,94663000.0
FMT.0059F,110971280.3
FMT.0059FF,144112043.1
FMT.0059G,98235248.35
FMT.0059H,101423482.6
