SampleID,qPCR16S
FMT.0131C,37518098.3
FMT.0131D,76215298.35
FMT.0131E,96768450.12
FMT.0131F,29934586.15
FMT.0131G,14842645.64
FMT.0131H,10029980.1
FMT.0131I,18631091.95
FMT.0131J,28406360.34
FMT.0131K,71702068.47
FMT.0131L,39999293.6
FMT.0131M,37249707.76
FMT.0131N,103905427.2
FMT.0131O,216980.8671
FMT.0131P,194342.8476
FMT.0131Q,520432686.5
FMT.0132A,3954166329.0
FMT.0132B,141059059.5
FMT.0132C,23405906.2
FMT.0132D,188621963.9
FMT.0133A,1589125405.0
FMT.0133B,59585252.75
FMT.0133C,649422419.2
FMT.0134A,1479996453.0
FMT.0134B,10862871.43
FMT.0134C,18097314.9
FMT.0134D,9889179.858
FMT.0134E,5700670.315
FMT.0134F,3834022.727
FMT.0136B,12093193.05
FMT.0136C,89470904.76
FMT.0136D,9145843.78
FMT.0136E,4202380.519
FMT.0136F,17269410.15
FMT.0136G,18542125.39
FMT.0136I,21945147.61
FMT.0136J,1025543.418
FMT.0136K,1824278.598
FMT.0136L,9193094.012
FMT.0136M,12220674.1
FMT.0136N,516118.0367
FMT.0136O,29451030.35
FMT.0136P,2509344.832
FMT.0137A,29519282.37
FMT.0137B,178752783.2
FMT.0137C,170986822.9
FMT.0137D,320670855.6
FMT.0137E,433229360.2
FMT.0137F,98216198.24
FMT.0137G,236061039.4
FMT.0137H,125912795.5
FMT.0137I,136263119.9
FMT.0137J,368739113.4
FMT.0137K,106310701.9
FMT.0137L,94576218.91
FMT.0137N,102878876.6
FMT.0139A,184675729.5
FMT.0139AA,101812043.9
FMT.0139B,17564124.09
FMT.0139BB,8311669.715
FMT.0139C,57369095.04
FMT.0139CC,4520147.366
FMT.0139D,35293608.53
FMT.0139DD,12524201.82
FMT.0139E,106220578.1
FMT.0139EE,14949659.65
FMT.0139F,40723794.47
FMT.0139FF,17967458.6
FMT.0139G,1809506.125
FMT.0139H,12406398.71
FMT.0139I,1029515.96
FMT.0139J,590306.5361
FMT.0139K,267657883.7
FMT.0139L,19637579.04
FMT.0139M,38114776.79
FMT.0139N,283035811.0
FMT.0139O,289439320.1
FMT.0139P,177757531.4
FMT.0139Q,494457550.0
FMT.0139R,744805860.1
FMT.0139S,607478150.9
FMT.0139T,631204380.3
FMT.0139U,676580897.4
FMT.0139V,1194912274.0
FMT.0139W,974318000.0
FMT.0139X,172257064.3
FMT.0139Y,129948466.1
FMT.0139Z,67468600.97
FMT.0140A,49059417.36
FMT.0141A,8165534.15
FMT.0141B,35143709.68
FMT.0141C,44121706.17
FMT.0141D,54030856.97
FMT.0141E,23486653.17
FMT.0141G,29814175.82
FMT.0141I,181137024.9
FMT.0141J,21699533.6
FMT.0141K,134256151.3
FMT.0141L,10948439.42
FMT.0141M,67077261.16
FMT.0141N,618419528.5
FMT.0141O,72652796.67
FMT.0142A,322568520.4
FMT.0142AA,5559573.218
FMT.0142B,284956873.2
FMT.0142BB,0.0
FMT.0142C,45161949.52
FMT.0142D,13000316.05
FMT.0142E,17209299.59
FMT.0142F,8036737.117
FMT.0142G,10326768.78
FMT.0142H,4931053.716
FMT.0142I,12204817.85
FMT.0142J,6370167.496
FMT.0142K,25168284.19
FMT.0142L,3745789.609
FMT.0142M,3761442.594
FMT.0142N,26777442.91
FMT.0142O,3343723.429
FMT.0142P,2974063.326
FMT.0142Q,44969733.72
FMT.0142R,65067696.24
FMT.0142S,397366.7273
FMT.0142T,330806.628
FMT.0142U,325360.0427
FMT.0142V,641929.1351
FMT.0142W,650535.1133
FMT.0142X,551552.4897
FMT.0142Y,2583450.231
FMT.0142Z,2475040.741
FMT.0144B,74937842.45
FMT.0144C,7876652.545
FMT.0144E,2568240.732
FMT.0145A,1134097.67
FMT.0145B,204698502.1
FMT.0145C,231180997.8
FMT.0145D,3310989.13
FMT.0146B,104171603.4
FMT.0146C,767272.6466
FMT.0146D,242028.7981
FMT.0146E,18344248.25
FMT.0146F,25250174.85
FMT.0147B,167279801.9
FMT.0147BB,19986302.61
FMT.0147C,18894622.78
FMT.0147CC,5798292.774
FMT.0147D,112912613.3
FMT.0147E,124008942.5
FMT.0147EE,243134359.3
FMT.0147F,11929690.09
FMT.0147FF,44538718.69
FMT.0147G,7200149.038
FMT.0147GG,594878.7879
FMT.0147HH,789814.6374
FMT.0147I,857944.4522
FMT.0147J,39072195.2
FMT.0147JJ,24738602.15
FMT.0147KK,1692231.744
FMT.0147L,45275582.57
FMT.0147LL,18836847.16
FMT.0147M,6495056.592
FMT.0147MM,369466.352
FMT.0147O,144145196.7
FMT.0147P,33239658.3
FMT.0147Q,52685768.48
FMT.0147R,18855126.0
FMT.0147S,77749865.12
FMT.0147T,47061958.61
FMT.0147U,2029355.723
FMT.0147V,2685418.585
FMT.0147W,25758208.51
FMT.0147Y,30571977.65
FMT.0147Z,7845027.92
FMT.0151A,49188.26045
FMT.0152A,295985.356
FMT.0153A,457922261.0
FMT.0153B,16511097.4
FMT.0153C,5061.210973
FMT.0153D,173609.51
FMT.0153E,9785.966114
FMT.0153F,30083.71482
FMT.0153G,102037.4232
FMT.0153H,4817890.339
FMT.0153J,1357635.6
FMT.0153K,1088951.55
FMT.0153L,3330032.533
FMT.0153M,17102147.19
FMT.0153N,8773544.054
FMT.0153P,58063449.74
FMT.0153Q,55764072.63
FMT.0153R,71389793.75
FMT.0154A,18532324.4
FMT.0154B,20805093.45
FMT.0154C,1856341.243
FMT.0154D,106996.8983
FMT.0154G,33970211.27
FMT.0154H,18062260.19
FMT.0154J,25026666.67
FMT.0154K,53465608.7
FMT.0154L,5244914.457
FMT.0154M,11303663.31
FMT.0154P,27803.44842
FMT.0154Q,10204.39234
FMT.0154R,234190043.0
FMT.0154S,38410758.68
FMT.0155A,36893.0344
FMT.0155B,141346761.2
FMT.0155C,68622263.75
FMT.0155D,17417783.16
FMT.0155E,309672.5302
FMT.0155F,342184.3127
FMT.0155G,2512496.241
FMT.0155H,2339183.247
FMT.0155I,8167241.969
FMT.0155J,7267210.884
FMT.0155K,20539162.83
FMT.0155L,176906195.8
FMT.0155M,378167531.0
FMT.0155N,262885333.3
FMT.0155O,29470346.1
FMT.0156A,27752335.96
FMT.0156B,71172702.54
FMT.0156C,141215300.0
FMT.0156D,64269856.29
FMT.0156E,3262343.526
FMT.0157A,13801045.71
FMT.0157B,65348080.14785975
FMT.0157C,60144030.0912963
FMT.0157D,71683796.8113745
FMT.0157E,84906.6791182862
FMT.0157F,3004376.36792256
FMT.0157G,1433959.203
FMT.0157H,262399.34329855046
FMT.0157I,1264742.748
FMT.0157J,1166788.89783966
FMT.0157K,539123.94220735
FMT.0157L,3539118.63097619
FMT.0157M,7950354.86311094
FMT.0157N,11579932.3008704
FMT.0157O,71058454.25933754
FMT.0157P,103154253.0
FMT.0157Q,68199155.33
FMT.0158A,2229448.072
FMT.0158B,1795549.7288039601
FMT.0158C,56364601.96039215
FMT.0158D,82202404.2576596
FMT.0158E,9509872.093011629
FMT.0158F,9012165.982
FMT.0158G,16730500.580360051
FMT.0158H,8457303.73815888
FMT.0158I,168273.88331100548
FMT.0158J,245397.91129862552
FMT.0158K,401203.137495004
FMT.0158L,643927.1278245015
FMT.0158M,167510.38669224252
FMT.0158N,254105.66039931448
FMT.0158O,16469961.6718495
FMT.0158P,281435.7586798195
FMT.0158Q,2177171.847
FMT.0158R,103230039.2
FMT.0158S,110186211.7
FMT.0159A,21398323.79
FMT.0159B,14329034.23
FMT.0159E,486728.2677
FMT.0159G,1421441.037
FMT.0160A,32943.92022
FMT.0160B,25579294.93
FMT.0160C,1639899.345
FMT.0160D,19692825.2
FMT.0160E,90198065.36
FMT.0160F,6107642.6
FMT.0160G,258185649.3
FMT.0160H,35939131.8
FMT.0160I,67095.87255
FMT.0160J,3740248.17
FMT.0160K,29755578.08
FMT.0160L,21864875.83
FMT.0160M,24587039.26
FMT.0160N,21636530.3
FMT.0160O,79972977.19
FMT.0160R,101871688.9
FMT.0160S,165897145.6
FMT.0160T,263831457.4
FMT.0161A,823.6146578
FMT.0161B,3823300.49261084
FMT.0161C,71916879.31017241
FMT.0161D,148084831.90441602
FMT.0161E,456717562.32687
FMT.0161F,4449870.08803794
FMT.0161H,154624.251
FMT.0161I,173797.3501167365
FMT.0161K,9023.052966808966
FMT.0161L,12710.32245
FMT.0161M,56359.1900718839
FMT.0161O,60214.253741744804
FMT.0161P,36032.024949798404
FMT.0161Q,372756.84718117805
FMT.0161R,742189.0328
FMT.0161S,737758.5395
FMT.0161T,108518243.39312151
FMT.0161U,119735103.4
FMT.0161V,146942314.5
FMT.0162A,644329893.4
FMT.0162F,52111106.67
FMT.0162G,33548885.13
FMT.0162H,42840949.22
FMT.0162I,2690010.31
FMT.0162J,1921705.367
FMT.0162K,4650717.886
FMT.0162L,3370019.931
FMT.0162M,969912.5406
FMT.0162N,16986857.84
FMT.0162O,6865536.754
FMT.0162P,83019340.69
FMT.0162Q,8534180.851
FMT.0162R,27622213.38
FMT.0162S,342515534.6
FMT.0162T,15459118.47
FMT.0162U,140527812.2
FMT.0162V,272780090.6
FMT.0162W,206654717.3
FMT.0162Y,78926074.7
FMT.0163D,670277826.5
FMT.0163E,239447791.7
FMT.0163F,283214291.0
FMT.0163G,177030232.7
FMT.0163H,66476.84773
FMT.0163I,474568254.8
FMT.0164A,310759790.7
FMT.0164B,378959.48949676706
FMT.0164C,41894.246640810554
FMT.0164D,111592.168899405
FMT.0164E,244286.8957180665
FMT.0164F,4875860.267017495
FMT.0164G,3681173.93
FMT.0164H,435025.772
FMT.0164I,6628038.371
FMT.0164J,5987596.507
FMT.0164K,2588972.917
FMT.0164L,23142055.19
FMT.0164M,8030537.895
FMT.0164N,1285109.263
FMT.0165B,200049237.294068
FMT.0165C,16268628.8197222
FMT.0165D,7609.40263141957
FMT.0165E,34842.5354836745
FMT.0165F,62070.7738341611
FMT.0165G,28485.32657
FMT.0165H,22507156.32091955
FMT.0165I,50583838.5675112
FMT.0165J,1591021.46273917
FMT.0165K,98696894.64
FMT.0165L,268349.414281706
FMT.0165M,356435889.9
FMT.0166B,153422469.7
FMT.0166C,113505366.9
FMT.0166D,122738700.8
FMT.0166E,7107380.023
FMT.0166F,1179.090115
FMT.0166G,654232.5415
FMT.0166H,1056274.544
FMT.0167A,31082890.41
FMT.0167B,74165715.85
FMT.0168B,334986550.7
FMT.0168C,24551483.68
FMT.0168D,63060625.90987625
FMT.0168E,18313310.3022248
FMT.0168F,27907356.5
FMT.0168G,14869211.93
FMT.0168H,17442659.73
FMT.0168I,32289161.33
FMT.0169B,356169401.1149715
FMT.0169C,47211625.08760396
FMT.0169D,52269947.778888896
FMT.0169E,83791559.89791664
FMT.0169F,163481280.3766005
FMT.0169G,52165155.4595734
FMT.0169H,11300229.53
FMT.0169I,5137382.217923885
FMT.0169J,28166736.451601
FMT.0169K,137545140.797112
FMT.0169L,83230958.82
FMT.0169M,205471987.4
FMT.0169N,554043.86594523
FMT.0169O,923814674.823313
FMT.0169P,209065803.79328752
FMT.0171A,19367291.98
FMT.0171B,366502466.6833335
FMT.0171C,180363222.211111
FMT.0171D,406552808.2950775
FMT.0171F,78714834.64783466
FMT.0171G,27731768.24228795
FMT.0171H,27629156.04013425
FMT.0171I,9196145.16114516
FMT.0171J,2207312.854
FMT.0171K,66256.4882400649
FMT.0171L,492423.5040190895
FMT.0171M,5457406.111055555
FMT.0171N,13089367.9318616
FMT.0171O,4641484.88700565
FMT.0171Q,11749766.749689851
FMT.0171R,18500483.8
FMT.0171S,9629368.31575401
FMT.0171U,108540348.3
FMT.0171V,1246482692.0
FMT.0172B,893164925.925926
FMT.0172C,615926013.245033
FMT.0172D,224445383.111111
FMT.0172E,227284656.862745
FMT.0172F,208725.378238592
FMT.0172G,64770002.8818444
FMT.0172H,9902623.15789474
FMT.0172J,30577541.2087912
FMT.0172K,25805164.0670133
FMT.0172L,95401106.0606061
FMT.0172M,7609770.33218786
FMT.0174A,41279780.98
FMT.0174B,541278791.1
FMT.0174C,225201624.4
FMT.0174D,842072821.9
FMT.0174E,124685435.2
FMT.0174F,25892994.25
FMT.0174G,93743363.39
FMT.0174H,291193415.0
FMT.0174I,148731211.7
FMT.0175A,2493.16596
FMT.0175B,124146335.90865651
FMT.0175C,190170205.11410248
FMT.0175D,102065876.418391
FMT.0175E,142514747.1132185
FMT.0175F,67631663.6500377
FMT.0175G,15429375.2593996
FMT.0175I,14256186.718396
FMT.0175J,57355598.8011976
FMT.0175K,54638555.56
FMT.0175L,3969015.49479167
FMT.0175M,73645538.85838795
FMT.0175N,404104235.69511795
FMT.0175O,9139140.568
FMT.0175P,6881716.667
FMT.0175Q,29743957.56
FMT.0175R,13618933.14
FMT.0176A,2961298.966
FMT.0178A,13159498.08
FMT.0179A,253395475.5
FMT.0179B,1879543652.0
FMT.0179C,199753270.5
FMT.0179D,185152259.9
FMT.0179E,96614334.19
FMT.0179F,64660424.46
FMT.0179G,368574575.0
FMT.0179H,433943119.5
FMT.0179I,141201612.5
FMT.0179J,114608682.0
FMT.0179K,236916869.0
FMT.0180A,27739249.55
FMT.0180B,229779059.5
FMT.0180C,6540327.335929295
FMT.0180D,9784373.226975175
FMT.0180E,1710947.3398250751
FMT.0180F,16140702.447826099
FMT.0180G,19182854.0396877
FMT.0180H,73695848.02215806
FMT.0180I,141361890.07924
FMT.0180J,62773855.46761065
FMT.0180K,130468424.9756335
FMT.0180L,44155788.56763215
FMT.0181A,111554261.4
FMT.0181L,9152265.99
FMT.0182A,426914867.7
FMT.0183J,260438181.1
FMT.0185A,99611111.11
FMT.0186A,2495814.966
FMT.0186B,516659069.4
FMT.0186C,125901941.3790125
FMT.0186D,308179327.180247
FMT.0186E,206989058.6966225
FMT.0186F,33492349.59174795
FMT.0186G,141232941.843972
FMT.0186H,53359554.6875
FMT.0186I,125121973.439575
FMT.0186J,20481066.1764706
FMT.0186K,35878124.3781094
FMT.0186L,590295384.615385
FMT.0186M,77154374.5435576
FMT.0186N,30006599.417602353
FMT.0186O,205033.956445116
FMT.0187B,145210391.0
FMT.0187C,280888345.2
FMT.0187D,916859.6939
FMT.0187E,953746.4495
FMT.0187F,73361.41624
FMT.0187G,2106371.39
FMT.0187H,11657.15842
FMT.0187J,493109.7132
FMT.0187K,931484.4316
FMT.0187L,985037.3079
FMT.0187M,14103431.45
FMT.0187O,19750235.29
FMT.0187P,25950124.61
FMT.0187Q,41066379.22
FMT.0189A,92711756.55
FMT.0189B,64326045.17
FMT.0189C,209789582.846004
FMT.0189D,51457177.7408638
FMT.0189E,6784291.26794258
FMT.0189F,13087063.8474295
FMT.0189G,5179843.49593496
FMT.0189H,4457251.81518152
FMT.0189I,921992.499154834
FMT.0189J,282176.262842466
FMT.0189K,373263.077942251
FMT.0189L,581757.106211869
FMT.0189M,306864.556112079
FMT.0189N,68495.9796167695
FMT.0189O,152007.29947359
FMT.0189P,13153.1416043768
FMT.0189Q,44646.738352793
FMT.0189R,20291.2038376629
FMT.0189S,22961331.5715292
FMT.0190A,1768829333.0
FMT.0190B,359321204.1
FMT.0191A,318940491.9
FMT.0191B,409785884.521881
FMT.0191C,47785216.71
FMT.0191D,70285519.76
FMT.0191E,61480795.26
FMT.0191F,18176444.202231802
FMT.0191G,139919176.8
FMT.0191H,79797025.99
FMT.0191I,48103470.45
FMT.0191J,14840909.35
FMT.0191L,59983087.1797436
FMT.0191P,125101719.7
FMT.0191R,117548552.6
FMT.0191T,375104.0862
FMT.0191U,1886879.836
FMT.0191V,1033601.691
FMT.0191X,1084020.662
FMT.0191Y,7184578.947
FMT.0192A,879609068.3
FMT.0192B,5.46060126603193
FMT.0192C,207196863.453815
FMT.0192D,357475920.720721
FMT.0192E,241083386.243386
FMT.0192F,317722065.934066
FMT.0192G,515697325.581395
FMT.0192H,270151585.365854
FMT.0192I,272754189.111748
FMT.0192J,308649566.666667
FMT.0192K,212380005.128205
FMT.0192L,403677074.074074
FMT.0192M,376601375.0
FMT.0192N,386513005.767013
FMT.0192O,34823093.258407444
FMT.0192P,288126457.757297
FMT.0192Q,77606427.4322169
FMT.0192R,286444393.333333
FMT.0192S,563418594.268477
FMT.0192T,176139371.794872
FMT.0193B,9686102.071
FMT.0193C,1545269.508
FMT.0193D,1708619.476
FMT.0193E,57647.95759
FMT.0193F,5569.606274
FMT.0194A,983702096.7
FMT.0195A,121237569.8
FMT.0195B,4657.07548440034
FMT.0195C,4742306.57894737
FMT.0195E,65182.3830690681
FMT.0195F,36610554.4554455
FMT.0195G,13745265.3333333
FMT.0195H,10010855.2456839
FMT.0196A,300311262.21111095
FMT.0196B,1047031.29133598
FMT.0196C,2587576.10544218
FMT.0196D,320540.030591698
FMT.0196F,9618861.77884615
FMT.0196G,122.264481988145
FMT.0196H,2657382.41890959
FMT.0196J,127062408.536585
FMT.0197B,136601788.461538
FMT.0197C,228326538.271605
FMT.0197D,173192441.176471
FMT.0197E,136602289.156626
FMT.0197F,80373863.3093525
FMT.0197G,22380249.3055556
FMT.0197H,46346210.2396514
FMT.0197N,214568148.148148
FMT.0197O,325536269.554753
FMT.0197P,1587451290.04329
FMT.0197Q,277907132.275132
FMT.0197R,1232380.5316092
FMT.0197T,358683418.275418
FMT.0197U,814666382.978724
FMT.0200A,1780746.5190915852
FMT.0200B,391503017.03163
FMT.0200C,62799822.8782288
FMT.0200D,33164882.7361564
FMT.0200E,316533862.516213
FMT.0200F,9719.09605185481
FMT.0200G,363444.626046025
FMT.0200H,3146551.23339658
FMT.0200I,20151098.03960785
FMT.0204A,315407930.9
FMT.0205A,1219453778.0
FMT.0207A,12076438.85
FMT.0211C,354560513.661202
FMT.0211E,274136.306089744
FMT.0211G,29169.1266461774
FMT.0212A,5251220.63253012
FMT.0212C,142659779.399838
FMT.0212D,43052889.3254748
FMT.0212E,68528149.3684788
FMT.0212F,68114797.8642258
FMT.0212G,2107795.21424597
FMT.0215A,1634.51589102231
FMT.0215B,79152.8306711351
FMT.0215C,1185404.18055556
FMT.0215D,3495180.21529324
FMT.0215E,10086.4386000895
FMT.0215F,235.497203527712
FMT.0218C,333819.122826739
FMT.0219B,823992292.237443
FMT.0219C,24980563.0081301
FMT.0219D,193127533.553355
FMT.0219F,176396853.161844
FMT.0219G,7701432.72635306
FMT.0219H,22491510.5263158
FMT.0222B,251738173.5
FMT.0222C,259738265.8
FMT.0222D,291168024.7
FMT.0222E,130789774.4
FMT.0222F,7580249.679
FMT.0222H,588761.5273
FMT.0222K,442615.2329
FMT.0222L,1571221.694
FMT.0222R,16952650.92
FMT.0222S,33748548.73
FMT.0222T,60851989.28
FMT.0222U,232403185.7
FMT.0229G,51032.0769734465
FMT.0229H,204417.041539051
FMT.0229I,144950.42013379
FMT.0229J,695283.653846154
FMT.0229K,3871680.62076161
FMT.0232B,550719205.992509
FMT.0232C,66835083.4752981
FMT.0232E,496008472.380952
FMT.0232F,419143842.424242
FMT.0232G,3176.35552877512
FMT.0232H,933787.87094548
FMT.0232J,522555.678310887
FMT.0232K,787570.946969697
FMT.0232P,883.392100312261
FMT.0236B,2805.23735654038
FMT.0236C,7916898.5583685
FMT.0236D,814556686.868687
FMT.0236E,3726980.30181624
FMT.0236F,158055921.212121
FMT.0236G,3357.34390593812
FMT.0236J,33.6876625966544
FMT.0236K,6314.88295459243
FMT.0236L,2129151.1981402
FMT.0236M,6350805.02544529
FMT.0236N,953252.953719239
FMT.0236O,1279759.00862069
FMT.0239B,243107272.727273
FMT.0239C,187106796.747967
FMT.0239D,305193572.881356
FMT.0240B,4937713.14538043
FMT.0240C,235164032.278088
FMT.0240D,191845457.556936
FMT.0240E,135607001.481481
FMT.0240G,41617257.493188
FMT.0240I,75449457.337884
FMT.0240J,71150589.3719807
FMT.0240L,101032240.707965
FMT.0240M,162888596.426371
FMT.0240N,36456707.6923077
FMT.0240O,38337959.2183517
FMT.0241B,43090.3166219798
FMT.0241E,73255275.6573367
FMT.0242E,28604730.9476474
FMT.0242G,145660361.416361
FMT.0242H,125070999.215686
FMT.0242I,4742836.75213675
FMT.0243C,5801527.5297619
FMT.0243E,15941.3808434959
FMT.0243J,9748242.0886076
FMT.0244A,49597687.7
FMT.0244B,134791161.21325397
FMT.0244C,190221915.2771185
FMT.0244D,159453274.6
FMT.0244E,31603739.16943855
FMT.0244F,172656667.59183848
FMT.0244G,407478038.0
FMT.0244H,138382396.8996125
FMT.0244I,213074752.4
FMT.0244J,74781390.07203034
FMT.0244K,70052416.48
FMT.0244L,15440725.69
FMT.0244M,41630144.9601812
FMT.0244N,34430985.07231345
FMT.0244O,96203288.110434
FMT.0244P,118442935.2
FMT.0244Q,86367271.28
FMT.0244R,14998338.1102017
FMT.0245B,47490.8483966503
FMT.0245D,3285783.96921017
FMT.0245E,2805398.32899306
FMT.0245F,1653.29695661406
FMT.0245H,11429.2635320093
FMT.0248B,86666157.635468
FMT.0248C,247297.204712089
FMT.0248E,244442.511792453
FMT.0248H,2818713.38155515
FMT.0248I,2331078.19148936
FMT.0250C,366.763610323472
FMT.0250D,205854934.9974
FMT.0250E,453228489.849378
FMT.0250F,37062380.5175038
FMT.0250H,6499818.62745098
FMT.0250I,26109170.7317073
FMT.0250J,20405695.8443855
FMT.0250K,21542906.009245
FMT.0250L,61903625.9259259
FMT.0250M,22115189.5424837
FMT.0250N,7154852.66516517
FMT.0250O,1758105.80614203
FMT.0250P,13415498.973306
FMT.0250R,33523310.7344633
FMT.0250S,197216.531635802
FMT.0250T,2660332.43275696
FMT.0250U,39314423.1292517
FMT.0250V,68134602.1505376
FMT.0250W,1608288.51867572
FMT.0251A,21342356.2577447
FMT.0251B,9059497.341919724
FMT.0251C,2844197.769976525
FMT.0251D,645807.7166833335
FMT.0251E,804009.769197806
FMT.0251G,782608.976181832
FMT.0251H,649773.7852186945
FMT.0251I,17819.279668585048
FMT.0251J,468385.5707167685
FMT.0251L,43677.35218
