ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species,pident,evalue,HexColor
ASV_2307,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Diutina,Diutina mesorugosa,97.899,6.53E-114,#F2CECE
ASV_2308,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Claviceps,Claviceps purpurea,99.673,2.07E-158,#8AAFAF
ASV_2309,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus pseudoglaucus,99.632,1.45E-139,#64A363
ASV_2310,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida albicans,99.627,2.39E-137,#F0C3C3
ASV_2311,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,99.389,0,#756EAC
ASV_2312,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida albicans,99.628,6.68E-138,#F0C3C3
ASV_2313,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium tenuissimum,99.649,9.08E-147,#BDE1E1
ASV_2314,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Phialosimplex,Phialosimplex sclerotialis,100,4.19E-107,#ADDADA
ASV_2315,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium digitatum,99.67,9.52E-157,#ADDADA
ASV_2316,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,unidentified,Phaeosphaeriaceae sp,99.631,1.87E-138,#8AAFAF
ASV_2317,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp,100,1.78E-05,#A6A6A6
ASV_2318,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida orthopsilosis,99.628,6.68E-138,#F0C3C3
ASV_2319,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida sp,98.881,1.86E-133,#F2CECE
ASV_2320,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Sporobolomyces,Sporobolomyces sp,99.638,8.83E-142,#CFA283
ASV_2321,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae,99.588,8.21E-123,#F2CECE
ASV_2322,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida sake,99.623,1.23E-135,#F2CECE
ASV_2323,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Phallus,Phallus rugulosus,98.611,7.21E-143,#CFA283
ASV_2324,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota sp,98.008,3.65E-121,#C5C5C5
ASV_2325,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida parapsilosis,99.642,1.92E-143,#F2CECE
ASV_2327,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Hypholoma,Hypholoma sublateritium,100,0,#C48C66
ASV_2328,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida parapsilosis,99.642,6.88E-143,#F2CECE
ASV_2329,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp,100,5.71E-159,#A6A6A6
ASV_2330,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Meyerozyma,Meyerozyma caribbica,99.664,5.66E-154,#C09C9C
ASV_2331,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus pseudoglaucus,99.632,1.45E-139,#64A363
ASV_2332,Fungi,Basidiomycota,Cystobasidiomycetes,Erythrobasidiales,Erythrobasidiaceae,Erythrobasidium,Erythrobasidium yunnanense,100,1.90E-143,#9D7051
ASV_2333,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida metapsilosis,98.596,3.29E-141,#F2CECE
ASV_2334,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp,99.632,5.23E-139,#A6A6A6
ASV_2335,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium citreonigrum,100,4.17E-107,#BDE1E1
ASV_2336,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,unidentified,unidentified,Saccharomycetales sp,88.889,2.98E-92,#F2CECE
ASV_2337,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma victoriae,98.851,1.42E-129,#C48C66
ASV_2338,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia bicuspidata,98.182,5.03E-105,#C09C9C
ASV_2339,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Cephalotrichum,Cephalotrichum microsporum,99.673,2.07E-158,#8AAFAF
ASV_2340,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis cinerea,97.606,0,#CFA283
ASV_2341,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.182,1.53E-134,#F2CECE
ASV_2342,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida parapsilosis,99.642,1.92E-143,#F2CECE
ASV_2343,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,Leucosporidium sp,100,3.22E-146,#C48C66
ASV_2344,Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,Microbotryomycetes_fam_Incertae_sedis,Curvibasidium,Curvibasidium sp,99.639,2.46E-142,#CFA283
ASV_2345,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Sporobolomyces,Sporobolomyces sp,99.638,8.83E-142,#CFA283
ASV_2346,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium simplicissimum,95.395,4.56E-135,#BDE1E1
ASV_2347,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium tenuissimum,99.649,9.08E-147,#BDE1E1
ASV_2348,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,99.275,4.22E-140,#F2CECE
ASV_2349,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Yamadazyma,Yamadazyma sp,99.694,4.76E-170,#F0C3C3
ASV_2350,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida sake,98.113,2.07E-128,#F2CECE
ASV_2351,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,97.818,7.11E-133,#F2CECE
ASV_2352,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia sp,98.195,4.25E-135,#C09C9C
ASV_2353,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida albicans,99.628,2.40E-137,#F0C3C3
ASV_2354,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,unidentified,Phaeosphaeriaceae sp,99.655,1.72E-149,#8AAFAF
ASV_2355,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus flavus,100,7.52E-163,#64A363
ASV_2356,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida sake,99.624,3.43E-136,#F2CECE
ASV_2358,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.182,1.53E-134,#F2CECE
ASV_2359,Fungi,Basidiomycota,Cystobasidiomycetes,Erythrobasidiales,Erythrobasidiales_fam_Incertae_sedis,Cyrenella,Cyrenella elegans,94.068,1.16E-95,#C48C66
ASV_2360,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida sake,100,9.53E-137,#F2CECE
ASV_2361,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Cryptococcus,Cryptococcus sp,100,4.05E-130,#C48C66
ASV_2362,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Millerozyma,Millerozyma farinosa,99.72,0,#F2CECE
ASV_2363,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia sp,99.706,2.92E-177,#AC6D6D
ASV_2364,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Yarrowia lipolytica,99.563,5.13E-115,#F2CECE
ASV_2365,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida albicans,99.627,2.39E-137,#F0C3C3
ASV_2366,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,100,7.10E-110,#756EAC
ASV_2367,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus fumigatus,99.682,7.60E-163,#64A363
ASV_2368,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida quercitrusa,99.678,3.50E-161,#F2CECE
ASV_2369,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida albicans,99.628,6.68E-138,#F0C3C3
ASV_2371,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,100,7.10E-110,#756EAC
ASV_2372,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida albicans,99.628,6.68E-138,#F0C3C3
ASV_2373,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Hyphopichia,Hyphopichia sp,99.592,1.69E-124,#C09C9C
ASV_2374,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Meyerozyma,Meyerozyma caribbica,99.664,5.66E-154,#C09C9C
ASV_2375,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida tropicalis,99.627,2.39E-137,#F0C3C3
ASV_2376,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.188,4.25E-135,#F2CECE
ASV_2377,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium bialowiezense,99.669,3.43E-156,#ADDADA
ASV_2378,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium tenuissimum,99.649,9.08E-147,#BDE1E1
ASV_2379,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida dubliniensis,99.627,8.60E-137,#C09C9C
ASV_2380,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Diutina,Diutina mesorugosa,97.899,6.53E-114,#F2CECE
ASV_2382,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,Botrytis cinerea,100,1.90E-143,#ADDADA
ASV_2383,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma sp,99.27,5.50E-139,#9D7051
ASV_2384,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae,100,2.96E-122,#F2CECE
ASV_2385,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus sp,99.69,2.79E-167,#327130
ASV_2386,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium sp,100,5.47E-11,#9D7051
ASV_2387,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Dipodascus,Dipodascus geotrichum,98.283,2.12E-112,#F0C3C3
ASV_2388,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella oryzae,99.623,1.10E-135,#9D7051
ASV_2389,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida melibiosica,90.65,5.14E-85,#F0C3C3
ASV_2390,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Batcheloromyces,Batcheloromyces leucadendri,91.519,1.58E-104,#ADDADA
ASV_2391,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida melibiosica,90.283,6.65E-84,#F0C3C3
ASV_2392,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium sp,99.587,7.13E-123,#BDE1E1
ASV_2393,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida albicans,99.627,2.39E-137,#F0C3C3
ASV_2395,Fungi,Basidiomycota,Exobasidiomycetes,Entylomatales,Entylomatales_fam_Incertae_sedis,Tilletiopsis,Tilletiopsis sp,90.964,5.09E-120,#CFA283
ASV_2396,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Dipodascus,Dipodascus australiensis,100,1.17E-102,#F2CECE
ASV_2397,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,unidentified,Pleosporaceae sp,100,1.21E-150,#8AAFAF
ASV_2398,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium sp,100,5.47E-11,#9D7051
ASV_2399,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae,99.588,8.21E-123,#F2CECE
ASV_2401,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium tenuissimum,99.649,9.08E-147,#BDE1E1
ASV_2402,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,Bipolaris zeae,100,7.37E-158,#BDE1E1
ASV_2403,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia sp,99.706,2.92E-177,#AC6D6D
ASV_2405,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida metapsilosis,99.65,2.53E-147,#F2CECE
ASV_2407,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Gibellulopsis,Gibellulopsis nigrescens,100,1.12E-140,#BDE1E1
ASV_2408,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida melibiosica,90.283,6.65E-84,#F0C3C3
ASV_2409,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus bisporus,99.761,0,#9D7051
ASV_2410,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus fumigatus,99.682,7.60E-163,#64A363
ASV_2411,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia sp,96.043,1.19E-125,#C09C9C
ASV_2412,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,unidentified,unidentified,Saccharomycetales sp,99.623,1.23E-135,#F2CECE
ASV_2413,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.551,9.14E-137,#F2CECE
ASV_2414,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera sp,99.63,1.86E-138,#C09C9C
ASV_2415,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota sp,98.805,1.69E-124,#C5C5C5
ASV_2416,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia globosa,98.985,0,#8A3030
ASV_2417,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia sp,98.551,2.53E-137,#C09C9C
ASV_2419,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia sp,99.706,2.92E-177,#AC6D6D
ASV_2420,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria sp,100,4.67E-170,#ADDADA
ASV_2421,Fungi,Basidiomycota,Wallemiomycetes,Wallemiales,Wallemiaceae,Wallemia,Wallemia canadensis,98.917,1.91E-138,#C48C66
ASV_2422,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida albicans,99.628,6.68E-138,#F0C3C3
ASV_2423,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida sake,99.621,4.43E-135,#F2CECE
ASV_2424,Fungi,Basidiomycota,Tremellomycetes,unidentified,unidentified,unidentified,Tremellomycetes sp,99.286,6.93E-143,#CFA283
ASV_2425,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletales_fam_Incertae_sedis,Leucogyrophana,Leucogyrophana sororia,100,1.41E-06,#9D7051
ASV_2426,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium sp,100,5.47E-11,#9D7051
ASV_2428,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Tausonia,Tausonia pullulans,99.647,1.17E-145,#C48C66
ASV_2429,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida sake,98.127,1.60E-129,#F2CECE
ASV_2430,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiomycetes_ord_Incertae_sedis,Symmetrosporaceae,Symmetrospora,Symmetrospora sp,99.628,6.68E-138,#9D7051
ASV_2432,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida sake,98.864,9.60E-132,#F2CECE
ASV_2433,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida albicans,100,1.44E-139,#F0C3C3
ASV_2434,Fungi,Basidiomycota,Agaricostilbomycetes,unidentified,unidentified,unidentified,Agaricostilbomycetes sp,86.068,8.54E-88,#C48C66
ASV_2435,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida sake,97.736,9.63E-127,#F2CECE
ASV_2436,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida parapsilosis,99.642,1.92E-143,#F2CECE
ASV_2437,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora sp,96.266,2.31E-108,#C09C9C
ASV_2438,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia sp,98.551,2.53E-137,#C09C9C
ASV_2439,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Meyerozyma,Meyerozyma caribbica,99.329,2.63E-152,#C09C9C
ASV_2440,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia sp,96.043,1.19E-125,#C09C9C
ASV_2441,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus ustus,100,1.95E-148,#3F8D3D
ASV_2443,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia mandshurica,98.069,1.27E-125,#C09C9C
ASV_2444,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida dubliniensis,99.627,2.39E-137,#C09C9C
ASV_2445,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Hannaella,Hannaella surugaensis,92.248,6.75E-98,#CFA283
ASV_2446,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,100,1.49E-106,#756EAC
ASV_2447,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium sp,100,5.47E-11,#9D7051
ASV_2448,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora sp,96.708,1.37E-110,#C09C9C
ASV_2449,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora sp,96.266,2.31E-108,#C09C9C
ASV_2450,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Issatchenkia,Issatchenkia orientalis,98.188,4.25E-135,#F2CECE
ASV_2451,Fungi,Basidiomycota,Tremellomycetes,Holtermanniales,Holtermanniales_fam_Incertae_sedis,Holtermanniella,Holtermanniella sp,99.64,6.88E-143,#9D7051
ASV_2452,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Dipodascus,Dipodascus geotrichum,98.734,2.80E-116,#F0C3C3
ASV_2453,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces sp,100,5.34E-106,#F2CECE
ASV_2454,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,Epicoccum plurivorum,98.141,1.12E-130,#BDE1E1
ASV_2455,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia globosa,99.488,0,#8A3030
ASV_2456,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,99.598,0,#756EAC
ASV_2457,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae,100,2.95E-122,#F2CECE
ASV_2458,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida orthopsilosis,98.54,4.10E-135,#F0C3C3
ASV_2459,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp,100,1.78E-05,#A6A6A6
ASV_2460,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida sake,97.736,9.63E-127,#F2CECE
ASV_2461,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces hansenii,99.695,1.32E-170,#F0C3C3
ASV_2462,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida sake,98.113,2.07E-128,#F2CECE
ASV_2463,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida sake,99.623,1.23E-135,#F2CECE
ASV_2464,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,100,1.17E-107,#756EAC
ASV_2465,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae,100,2.95E-122,#F2CECE
ASV_2466,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida albicans,100,1.37E-132,#F0C3C3
ASV_2468,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma sp,99.254,1.11E-135,#9D7051
ASV_2469,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Meyerozyma,Meyerozyma caribbica,99.664,5.66E-154,#C09C9C
ASV_2470,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida sake,96.981,5.82E-124,#F2CECE
ASV_2471,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida metapsilosis,99.65,2.53E-147,#F2CECE
ASV_2472,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida asparagi,100,3.70E-126,#F2CECE
ASV_2473,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia sp,99.706,2.92E-177,#AC6D6D
ASV_2474,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida orthopsilosis,99.632,1.45E-139,#F0C3C3
ASV_2475,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp,96.703,1.39E-35,#A6A6A6
ASV_2476,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia sp,98.195,4.25E-135,#C09C9C
ASV_2477,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia sp,96.029,4.30E-125,#C09C9C
ASV_2478,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida intermedia,99.184,2.92E-122,#C09C9C
ASV_2480,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora opuntiae,99.761,0,#C09C9C
ASV_2481,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Meyerozyma,Meyerozyma guilliermondii,99.664,5.66E-154,#F2CECE
ASV_2482,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Cadophora,Cadophora luteo-olivacea,100,0,#ADDADA
ASV_2483,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida sake,100,2.65E-137,#F2CECE
ASV_2484,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida melibiosica,90.244,2.39E-83,#F0C3C3
ASV_2485,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida parapsilosis,99.642,1.92E-143,#F2CECE
ASV_2486,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus niger,99.683,2.12E-163,#3F8D3D
ASV_2487,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Candida,Candida sp,100,4.13E-145,#F2CECE
ASV_2488,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,Fungi sp,100,2.05E-158,#A6A6A6
